HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
Bordeaux,Arles,0,0,D,0,0,D,19,6,3,2,13,21,10,2,3,3,0,0
Brest,Rennes,2,0,H,1,0,H,10,4,3,1,24,21,7,2,0,2,0,0
Caen,Paris SG,1,2,A,0,1,A,14,10,4,6,14,13,10,2,1,1,0,0
Lorient,Sochaux,1,1,D,1,1,D,13,9,3,5,6,17,8,5,1,0,0,0
Monaco,Lille,1,0,H,1,0,H,7,12,3,3,25,14,4,3,6,1,0,1
Valenciennes,Nancy,1,1,D,1,0,H,10,18,4,6,17,16,5,4,1,2,1,1
Lyon,Lens,3,0,H,0,0,D,24,4,8,2,14,18,11,6,0,1,0,0
Marseille,Toulouse,2,2,D,1,1,D,15,10,7,4,13,19,6,3,0,1,0,0
Montpellier,Nice,1,1,D,1,0,H,11,8,3,3,17,14,2,3,2,3,0,0
Lens,Brest,1,1,D,1,0,H,16,11,1,5,18,18,6,2,0,1,0,0
Lille,Bordeaux,1,1,D,0,0,D,11,9,4,4,16,21,5,3,1,3,0,0
Nice,Monaco,3,2,H,1,1,D,21,6,8,4,11,21,7,3,2,3,0,0
Rennes,Lorient,1,2,A,1,0,H,9,17,3,7,19,13,4,9,1,3,2,0
Sochaux,Caen,3,2,H,1,1,D,11,12,9,4,13,19,5,7,0,2,0,0
St Etienne,Nancy,2,1,H,0,1,A,11,22,6,6,13,13,7,10,1,1,0,0
Toulouse,Auxerre,0,1,A,0,0,D,8,2,3,2,15,12,5,2,0,1,0,0
Arles,Valenciennes,0,1,A,0,0,D,7,14,1,5,23,17,5,8,2,1,0,0
Montpellier,Marseille,1,2,A,0,0,D,8,10,3,5,20,22,4,3,1,2,1,1
Paris SG,Lyon,1,0,H,0,0,D,13,8,5,2,12,20,4,6,2,1,0,0
Auxerre,Lens,1,1,D,1,0,H,8,21,3,6,11,16,5,4,0,0,0,0
Bordeaux,St Etienne,2,0,H,1,0,H,17,8,8,0,19,19,4,3,1,2,0,0
Brest,Paris SG,2,2,D,2,1,H,10,16,4,8,23,13,2,6,1,1,0,0
Caen,Toulouse,1,1,D,1,1,D,16,7,4,3,28,22,4,3,4,2,0,0
Lorient,Lille,1,1,D,0,1,A,16,14,8,2,15,15,6,5,1,3,0,0
Monaco,Rennes,1,0,H,0,0,D,12,12,2,3,12,16,5,2,1,2,0,0
Nancy,Arles,0,0,D,0,0,D,16,5,6,0,16,16,5,5,2,0,0,1
Valenciennes,Sochaux,1,1,D,1,1,D,12,9,4,3,12,11,9,2,0,1,0,0
Lyon,Montpellier,3,2,H,1,1,D,14,14,8,4,21,23,7,3,1,3,0,0
Marseille,Nice,4,2,H,1,1,D,17,17,7,5,16,10,8,1,1,1,0,0
Lens,Lorient,2,3,A,2,1,H,11,8,3,4,20,10,0,3,1,1,0,0
Lille,Arles,5,0,H,2,0,H,21,11,7,3,10,21,12,5,2,2,0,1
Paris SG,Valenciennes,3,1,H,2,1,H,13,12,4,2,19,17,10,2,2,1,0,0
Rennes,Bordeaux,0,0,D,0,0,D,4,7,1,2,16,11,6,5,2,2,0,0
Sochaux,Nancy,1,0,H,1,0,H,11,21,2,6,17,18,6,9,1,4,0,0
Marseille,Auxerre,1,1,D,0,0,D,20,5,9,2,12,15,8,2,0,2,0,0
Montpellier,Brest,0,0,D,0,0,D,10,11,3,4,25,18,2,1,3,2,0,0
Nice,Caen,0,4,A,0,2,A,13,11,4,7,12,17,4,5,2,2,1,0
St Etienne,Monaco,1,1,D,1,1,D,22,10,4,3,20,17,12,2,3,1,0,1
Toulouse,Lyon,2,0,H,1,0,H,12,5,5,2,26,17,6,7,4,3,0,2
Arles,St Etienne,0,1,A,0,1,A,4,22,0,7,12,13,4,8,2,3,1,0
Auxerre,Montpellier,1,0,H,0,0,D,11,10,1,1,20,14,6,2,2,3,0,0
Bordeaux,Sochaux,0,4,A,0,4,A,18,14,4,6,13,11,8,5,2,0,0,0
Brest,Nice,0,0,D,0,0,D,11,6,0,2,22,15,7,3,0,1,0,0
Caen,Lens,1,1,D,1,1,D,16,20,8,3,19,22,6,6,3,2,0,0
Lorient,Toulouse,0,0,D,0,0,D,6,6,1,1,9,21,3,2,1,2,0,0
Monaco,Paris SG,1,1,D,1,0,H,8,19,4,6,18,24,2,9,1,2,0,0
Nancy,Lille,0,1,A,0,1,A,13,14,0,3,18,17,8,6,1,1,0,0
Lyon,Marseille,3,2,H,1,0,H,12,12,5,7,14,16,5,7,3,4,0,0
Valenciennes,Rennes,2,0,H,1,0,H,11,11,4,3,10,9,5,3,2,1,0,0
Paris SG,Nancy,2,2,D,2,1,H,12,19,4,6,10,24,9,14,1,0,1,1
St Etienne,Lille,1,2,A,1,1,D,14,17,5,8,17,9,4,4,2,0,0,0
Auxerre,Lyon,4,0,H,2,0,H,19,6,7,2,17,12,4,1,2,0,0,1
Lens,Bordeaux,1,0,H,0,0,D,8,15,2,3,24,17,0,10,1,2,0,0
Marseille,Brest,3,0,H,1,0,H,14,5,5,3,9,16,8,5,0,1,0,0
Montpellier,Lorient,3,1,H,1,1,D,13,9,8,3,19,15,4,3,2,2,0,0
Nice,Arles,3,2,H,1,1,D,17,8,8,2,12,19,6,2,1,1,0,0
Rennes,Caen,1,1,D,1,0,H,19,9,3,3,19,15,5,5,1,2,0,0
Sochaux,Monaco,3,0,H,2,0,H,12,18,5,5,16,15,6,6,1,2,0,0
Toulouse,Valenciennes,0,0,D,0,0,D,6,6,1,2,22,20,4,2,1,2,0,0
Arles,Toulouse,1,0,H,1,0,H,7,9,3,2,14,18,3,4,3,2,0,0
Caen,Montpellier,2,0,H,1,0,H,16,15,8,6,23,20,3,5,0,0,0,0
Lorient,Marseille,2,2,D,0,1,A,8,21,3,6,9,16,5,3,0,0,0,0
Monaco,Lens,1,1,D,1,0,H,13,17,2,4,17,20,1,4,1,0,0,0
Nancy,Nice,3,0,H,1,0,H,15,4,6,0,11,18,4,1,1,1,0,1
St Etienne,Rennes,1,2,A,1,2,A,16,7,4,3,16,23,10,2,3,2,0,0
Valenciennes,Auxerre,1,1,D,0,0,D,17,13,4,5,9,13,6,6,0,3,0,0
Brest,Lyon,1,1,D,0,1,A,6,15,4,3,19,18,3,9,3,1,0,0
Bordeaux,Paris SG,1,0,H,1,0,H,20,21,7,8,23,16,4,13,1,0,0,0
Lille,Sochaux,1,0,H,0,0,D,19,7,10,1,8,8,6,6,0,2,0,0
Auxerre,Brest,0,1,A,0,0,D,22,11,7,5,12,13,10,4,2,2,0,0
Lens,Arles,0,1,A,0,1,A,24,12,7,5,15,19,11,8,0,0,0,0
Lyon,Caen,0,0,D,0,0,D,22,6,6,1,16,19,10,4,1,3,0,0
Marseille,Valenciennes,2,2,D,2,1,H,13,9,5,3,12,14,3,4,0,0,0,0
Montpellier,Monaco,0,1,A,0,0,D,14,7,4,3,21,14,10,4,3,1,0,0
Nice,Lorient,2,0,H,2,0,H,11,15,6,5,8,13,2,6,1,1,0,1
Paris SG,Lille,2,2,D,1,1,D,14,8,5,2,19,9,4,3,2,1,1,0
Rennes,Nancy,0,2,A,0,1,A,4,14,2,5,18,12,4,2,1,1,0,0
Sochaux,St Etienne,2,1,H,1,1,D,7,13,4,4,12,12,5,4,0,1,0,0
Toulouse,Bordeaux,2,0,H,1,0,H,11,13,6,2,24,16,8,4,1,3,0,0
Arles,Sochaux,1,3,A,1,1,D,14,10,3,5,10,12,6,5,2,2,0,0
Bordeaux,Montpellier,2,0,H,2,0,H,8,12,5,4,26,22,3,5,3,1,0,2
Brest,Toulouse,0,2,A,0,1,A,14,11,1,4,17,17,10,4,1,2,0,0
Caen,Marseille,2,2,D,2,0,H,6,18,3,9,11,14,1,7,1,1,0,0
Lille,Rennes,3,2,H,1,1,D,13,16,4,6,8,13,3,3,0,1,0,0
Lorient,Auxerre,1,2,A,1,1,D,12,8,2,3,5,8,4,4,0,1,0,0
Monaco,Lyon,0,2,A,0,0,D,8,12,3,3,13,18,5,4,0,1,0,0
Nancy,Lens,4,0,H,2,0,H,20,6,7,1,12,11,6,2,0,1,0,0
St Etienne,Paris SG,1,1,D,0,0,D,19,15,6,4,10,6,4,6,0,0,0,0
Valenciennes,Nice,2,1,H,0,0,D,11,12,4,4,12,16,7,2,0,2,0,0
Ajaccio,Toulouse,0,2,A,0,1,A,18,13,6,8,14,17,11,4,4,2,0,0
Brest,Evian Thonon Gaillard,2,2,D,2,2,D,23,9,7,3,12,15,11,8,2,2,0,0
Caen,Valenciennes,1,0,H,1,0,H,11,11,3,6,12,11,3,11,2,1,0,0
Marseille,Sochaux,2,2,D,1,0,H,27,8,8,3,15,13,4,5,1,3,0,0
Montpellier,Auxerre,3,1,H,1,1,D,13,18,4,8,16,22,4,5,0,1,0,0
Nancy,Lille,1,1,D,0,0,D,5,18,1,6,17,21,6,8,2,3,1,0
Nice,Lyon,1,3,A,1,2,A,12,22,4,9,18,13,12,9,2,1,0,0
Paris SG,Lorient,0,1,A,0,1,A,12,9,3,4,21,10,7,6,1,3,0,0
Bordeaux,St Etienne,1,2,A,0,2,A,12,12,5,2,16,19,3,4,1,4,0,0
Dijon,Rennes,1,5,A,1,2,A,18,15,5,7,18,16,9,3,3,2,0,0
Lorient,Bordeaux,1,1,D,0,0,D,11,11,5,6,13,15,5,10,1,1,0,1
Lyon,Ajaccio,1,1,D,0,0,D,25,7,8,2,15,17,13,1,1,3,0,0
Rennes,Paris SG,1,1,D,0,0,D,11,8,4,4,15,21,3,3,2,2,0,0
Sochaux,Caen,1,2,A,0,1,A,18,16,8,6,13,20,8,3,0,1,0,0
St Etienne,Nancy,1,0,H,0,0,D,16,5,4,2,11,17,9,2,2,1,0,0
Toulouse,Dijon,2,0,H,0,0,D,13,7,7,3,8,11,6,1,1,2,0,0
Valenciennes,Brest,0,0,D,0,0,D,12,7,6,6,17,16,7,4,1,1,0,0
Auxerre,Marseille,2,2,D,0,2,A,13,7,5,2,18,18,9,2,5,2,0,0
Evian Thonon Gaillard,Nice,1,0,H,0,0,D,13,12,4,3,14,13,2,5,3,1,0,0
Lille,Montpellier,0,1,A,0,0,D,20,9,6,3,10,22,7,0,3,2,0,0
Ajaccio,Evian Thonon Gaillard,1,1,D,1,0,H,7,18,2,3,22,18,1,9,4,3,0,0
Bordeaux,Auxerre,1,1,D,1,0,H,16,8,4,2,14,16,10,1,1,3,0,0
Brest,Lyon,1,1,D,1,0,H,12,8,6,2,16,17,5,8,2,2,0,1
Caen,Lille,1,2,A,0,0,D,6,19,2,10,18,17,0,7,1,2,0,0
Dijon,Lorient,2,0,H,1,0,H,6,23,2,6,19,15,1,14,2,4,1,0
Nice,Toulouse,1,1,D,1,0,H,12,8,3,3,14,16,3,1,3,2,0,1
Marseille,St Etienne,0,0,D,0,0,D,18,4,4,1,11,17,9,3,1,3,0,1
Montpellier,Rennes,4,0,H,1,0,H,13,7,7,1,21,14,4,1,4,3,0,0
Nancy,Sochaux,1,2,A,0,0,D,12,8,4,3,18,17,4,4,2,1,0,1
Paris SG,Valenciennes,2,1,H,1,1,D,16,10,4,4,10,14,3,0,0,2,0,0
Auxerre,Ajaccio,4,1,H,1,0,H,22,4,9,1,5,15,10,2,1,4,0,0
Evian Thonon Gaillard,Dijon,0,1,A,0,0,D,14,8,5,4,16,18,5,4,2,2,0,0
Lorient,Nancy,2,1,H,0,1,A,20,8,7,2,10,17,10,1,3,2,0,0
Lyon,Montpellier,2,1,H,0,0,D,11,18,4,8,14,13,5,7,4,3,0,1
Nice,Brest,0,0,D,0,0,D,12,14,3,5,14,18,7,3,0,3,0,0
Valenciennes,Bordeaux,1,2,A,1,0,H,11,10,3,5,22,17,4,4,2,3,0,0
Lille,Marseille,3,2,H,1,0,H,6,18,5,4,17,15,5,6,2,4,0,0
Rennes,Caen,3,2,H,3,0,H,19,16,8,8,18,18,5,10,1,1,0,0
Sochaux,St Etienne,2,1,H,2,1,H,12,7,5,1,17,16,4,5,2,3,0,1
Toulouse,Paris SG,1,3,A,1,0,H,11,12,2,5,17,14,5,3,2,0,0,0
Ajaccio,Valenciennes,3,1,H,0,1,A,15,19,9,6,13,16,3,7,1,2,0,0
Bordeaux,Evian Thonon Gaillard,0,0,D,0,0,D,16,7,4,3,19,18,5,3,2,3,0,0
Caen,Toulouse,0,1,A,0,0,D,9,17,0,6,15,17,6,5,1,2,0,0
Dijon,Lyon,1,2,A,1,1,D,7,18,4,4,11,17,7,5,1,1,0,0
Marseille,Rennes,0,1,A,0,0,D,22,7,8,3,8,17,13,6,2,4,0,0
Sochaux,Lorient,1,1,D,1,0,H,11,8,2,2,6,16,1,6,3,3,0,0
St Etienne,Lille,1,3,A,1,0,H,4,10,0,5,15,13,3,2,2,4,1,0
Montpellier,Nice,1,0,H,0,0,D,23,13,4,1,8,13,2,6,2,2,0,0
Nancy,Auxerre,0,0,D,0,0,D,15,13,8,4,7,16,1,6,0,3,0,0
Paris SG,Brest,1,0,H,0,0,D,12,15,3,1,14,20,4,6,3,3,0,0
Auxerre,Caen,1,1,D,1,1,D,10,10,2,6,22,15,4,6,3,3,0,0
Brest,Montpellier,2,2,D,0,2,A,12,13,5,7,23,26,4,2,3,3,1,0
Lille,Sochaux,2,2,D,0,0,D,14,9,4,4,9,16,9,3,1,3,1,0
Lorient,St Etienne,3,0,H,1,0,H,7,15,6,3,11,13,6,9,1,2,0,0
Nice,Ajaccio,3,0,H,1,0,H,23,6,6,2,18,13,6,2,4,2,0,1
Toulouse,Bordeaux,3,2,H,0,2,A,23,8,8,3,24,22,6,1,3,1,0,1
Valenciennes,Dijon,4,0,H,0,0,D,14,8,9,2,21,16,5,4,3,2,0,1
Evian Thonon Gaillard,Paris SG,2,2,D,2,1,H,17,15,5,7,25,11,4,8,4,1,0,0
Lyon,Marseille,2,0,H,2,0,H,10,6,5,3,,,3,5,0,3,0,0
Rennes,Nancy,1,1,D,1,0,H,15,10,4,2,10,20,6,2,3,4,0,0
Bordeaux,Lille,1,1,D,1,0,H,13,11,4,5,27,22,3,8,3,3,0,0
Ajaccio,Montpellier,1,3,A,0,3,A,16,7,5,3,18,18,10,2,3,3,0,1
Caen,Lyon,1,0,H,1,0,H,9,11,1,2,18,10,6,3,1,0,1,1
Dijon,Brest,1,0,H,1,0,H,20,11,4,2,16,14,9,3,2,2,0,1
Lorient,Auxerre,1,1,D,1,0,H,9,12,3,6,6,18,5,1,2,3,0,0
Marseille,Evian Thonon Gaillard,2,0,H,1,0,H,25,5,10,1,18,21,5,1,3,3,0,1
Nancy,Valenciennes,1,1,D,1,0,H,5,13,1,3,15,22,1,9,1,1,0,1
Paris SG,Nice,2,1,H,1,0,H,12,12,6,6,15,13,6,5,2,2,1,1
Sochaux,Rennes,2,6,A,2,2,D,8,19,4,9,12,16,7,2,1,2,0,0
St Etienne,Toulouse,1,1,D,0,1,A,14,5,3,2,10,18,7,0,2,2,0,0
Evian Thonon Gaillard,Caen,2,4,A,2,2,D,15,9,4,6,14,13,4,2,3,1,1,1
Lille,Lorient,1,1,D,1,0,H,10,7,2,1,8,17,5,3,2,1,0,0
Lyon,Bordeaux,3,1,H,2,0,H,13,12,8,1,18,17,2,6,2,2,0,0
Montpellier,Paris SG,0,3,A,0,2,A,21,13,7,6,10,17,5,3,1,4,0,0
Nice,Dijon,1,1,D,0,1,A,22,9,4,2,19,15,8,2,1,1,0,0
Toulouse,Nancy,1,0,H,0,0,D,12,6,4,3,15,19,5,2,1,3,0,0
Valenciennes,Marseille,1,1,D,0,1,A,18,4,8,2,13,17,6,2,2,4,0,1
Auxerre,Sochaux,4,1,H,0,1,A,16,10,9,3,15,8,7,5,1,0,0,0
Brest,Ajaccio,1,1,D,0,0,D,16,8,4,3,18,17,7,4,2,3,0,0
Rennes,St Etienne,1,1,D,1,0,H,14,10,5,4,10,18,5,9,2,2,0,0
Bordeaux,Montpellier,2,2,D,1,0,H,7,16,2,4,17,16,4,6,2,3,1,1
Caen,Nice,1,1,D,0,0,D,8,15,3,6,12,15,4,4,2,3,0,0
Dijon,Ajaccio,1,1,D,1,1,D,20,5,6,3,18,15,15,3,1,2,0,1
Lorient,Valenciennes,2,0,H,1,0,H,18,16,7,3,13,16,8,4,3,4,0,0
Nancy,Evian Thonon Gaillard,1,1,D,0,0,D,14,8,6,3,17,16,7,2,1,2,0,0
Sochaux,Toulouse,3,0,H,1,0,H,7,9,3,2,11,18,4,5,0,2,0,0
St Etienne,Auxerre,1,1,D,1,1,D,19,9,6,3,10,16,15,3,0,0,0,0
Lille,Rennes,2,0,H,2,0,H,10,11,4,4,17,24,5,4,2,3,0,0
Marseille,Brest,1,1,D,1,1,D,14,10,2,3,13,21,6,6,1,1,0,0
Paris SG,Lyon,2,0,H,0,0,D,17,11,7,2,16,25,9,6,2,4,0,0
Auxerre,Lille,1,3,A,1,0,H,8,13,2,8,20,11,5,4,3,1,0,0
Brest,Caen,1,1,D,1,0,H,11,10,4,3,18,14,8,2,0,0,0,0
Evian Thonon Gaillard,St Etienne,1,2,A,0,0,D,12,13,5,5,13,14,8,9,2,4,0,0
Lyon,Nancy,3,1,H,3,0,H,10,14,5,6,15,16,4,5,2,3,0,0
Montpellier,Dijon,5,3,H,1,2,A,22,15,8,8,23,12,5,7,2,2,0,0
Nice,Bordeaux,3,0,H,2,0,H,16,16,6,3,18,14,2,7,0,2,0,0
Toulouse,Marseille,0,0,D,0,0,D,9,10,1,4,19,23,4,4,2,3,1,1
Ajaccio,Paris SG,1,3,A,1,1,D,14,21,4,10,12,14,3,8,3,1,0,0
Rennes,Lorient,2,0,H,1,0,H,12,6,7,1,16,13,3,4,1,2,0,0
Valenciennes,Sochaux,3,0,H,1,0,H,18,6,4,3,18,17,5,3,0,0,0,0
Bordeaux,Brest,1,1,D,0,0,D,17,5,6,1,16,21,12,0,1,2,0,0
Caen,Montpellier,1,3,A,0,2,A,12,7,3,4,16,12,3,5,2,2,1,1
Lorient,Toulouse,0,0,D,0,0,D,12,8,7,2,11,22,6,3,1,2,0,1
Marseille,Ajaccio,2,0,H,1,0,H,36,7,15,3,21,20,15,2,2,2,0,0
Nancy,Nice,1,0,H,0,0,D,14,10,2,2,21,23,6,8,3,2,0,0
Sochaux,Evian Thonon Gaillard,1,1,D,0,0,D,13,13,6,3,13,21,6,4,1,2,0,0
St Etienne,Valenciennes,1,0,H,0,0,D,10,15,3,3,16,19,3,4,2,3,0,0
Auxerre,Rennes,0,1,A,0,0,D,17,10,3,3,17,17,2,0,1,1,0,0
Lille,Lyon,3,1,H,1,1,D,16,14,9,3,14,16,14,4,2,2,0,0
Paris SG,Dijon,2,0,H,1,0,H,11,11,4,2,16,19,6,4,1,3,0,0
Ajaccio,Bordeaux,0,2,A,0,2,A,6,13,1,5,22,15,2,7,2,0,0,0
Brest,Lorient,3,1,H,3,0,H,16,14,5,8,18,15,4,9,3,4,0,0
Dijon,Marseille,2,3,A,0,2,A,14,20,7,11,11,17,3,7,2,3,0,0
Evian Thonon Gaillard,Auxerre,3,1,H,2,0,H,15,19,8,7,13,17,4,4,2,5,0,0
Lyon,St Etienne,2,0,H,0,0,D,15,11,5,2,13,19,11,10,0,2,1,0
Montpellier,Nancy,2,0,H,0,0,D,15,11,6,2,18,18,3,0,0,1,0,0
Paris SG,Caen,4,2,H,1,1,D,23,14,9,6,17,11,12,4,2,4,0,1
Nice,Sochaux,1,1,D,1,1,D,16,13,5,2,12,23,6,3,5,4,1,0
Toulouse,Rennes,1,0,H,1,0,H,5,14,2,6,22,13,1,4,1,1,1,0
Valenciennes,Lille,0,0,D,0,0,D,18,11,5,4,20,12,6,5,1,1,0,0
Lille,Evian Thonon Gaillard,1,1,D,0,1,A,11,6,5,1,18,17,8,2,1,4,0,0
Auxerre,Toulouse,2,0,H,0,0,D,7,10,7,2,13,11,1,4,2,1,0,0
Bordeaux,Paris SG,1,1,D,1,1,D,6,7,3,3,11,20,4,6,1,3,0,0
Caen,Dijon,3,0,H,1,0,H,19,15,5,4,16,12,3,8,1,2,0,0
Lorient,Ajaccio,2,0,H,0,0,D,23,5,6,1,6,18,12,1,1,2,0,0
Marseille,Nice,2,0,H,0,0,D,17,9,8,2,6,17,3,4,1,4,0,0
Nancy,Brest,2,1,H,0,0,D,14,7,8,3,20,20,3,5,1,2,0,0
Rennes,Valenciennes,1,1,D,1,1,D,13,10,3,2,19,20,5,8,3,4,0,0
Sochaux,Lyon,2,1,H,2,1,H,13,10,3,4,17,21,3,9,2,2,0,0
St Etienne,Montpellier,1,1,D,1,0,H,10,14,3,4,20,16,5,4,2,1,0,0
Lyon,Rennes,1,2,A,1,1,D,13,14,5,4,16,14,4,8,3,3,0,0
Toulouse,Lille,0,0,D,0,0,D,12,14,2,5,24,18,6,5,2,1,0,0
Ajaccio,Caen,2,2,D,0,0,D,14,12,3,4,19,21,8,5,4,2,0,0
Dijon,Bordeaux,2,0,H,0,0,D,8,16,3,5,21,15,8,6,1,2,1,0
Evian Thonon Gaillard,Lorient,2,1,H,1,0,H,8,15,3,5,22,7,2,5,3,2,0,0
Montpellier,Marseille,1,0,H,0,0,D,6,10,1,0,14,15,3,6,3,2,0,0
Nice,St Etienne,0,2,A,0,2,A,13,7,6,2,14,14,5,11,3,3,3,0
Brest,Sochaux,2,0,H,0,0,D,11,6,5,2,17,21,6,3,2,3,0,1
Paris SG,Nancy,0,1,A,0,0,D,27,8,7,7,13,21,9,1,2,2,0,0
Valenciennes,Auxerre,2,1,H,0,1,A,19,4,8,1,13,4,9,3,2,0,0,0
Bordeaux,Caen,2,0,H,0,0,D,17,7,4,1,15,20,3,2,1,2,0,0
Lille,Brest,2,0,H,1,0,H,12,15,5,3,20,24,4,8,1,2,0,0
Nancy,Dijon,1,2,A,1,1,D,14,12,4,2,14,17,1,4,1,4,0,0
Rennes,Evian Thonon Gaillard,3,2,H,1,2,A,23,9,8,6,10,19,3,2,2,3,1,0
Sochaux,Montpellier,1,3,A,0,0,D,10,16,3,7,14,19,7,3,0,0,0,0
St Etienne,Ajaccio,3,1,H,2,0,H,25,2,9,1,10,15,11,1,0,1,0,1
Toulouse,Valenciennes,2,0,H,1,0,H,14,8,5,0,16,18,6,6,1,1,0,0
Auxerre,Lyon,0,3,A,0,1,A,11,10,3,6,16,22,7,4,2,1,0,0
Lorient,Nice,1,0,H,0,0,D,10,13,3,5,7,23,6,9,1,3,0,0
Marseille,Paris SG,3,0,H,1,0,H,12,10,4,0,16,23,8,5,3,2,0,0
Caen,Marseille,1,2,A,1,1,D,9,17,2,7,23,11,9,9,2,2,0,0
Ajaccio,Lille,2,3,A,2,2,D,8,15,2,7,18,12,2,7,3,2,0,0
Brest,St Etienne,2,2,D,2,1,H,11,14,4,3,13,11,2,5,3,1,0,0
Dijon,Sochaux,0,0,D,0,0,D,16,7,3,2,9,13,3,5,3,1,0,1
Evian Thonon Gaillard,Valenciennes,2,1,H,2,0,H,18,10,5,4,11,13,4,5,0,1,0,1
Montpellier,Lorient,4,0,H,1,0,H,12,8,6,1,13,15,4,3,0,1,0,0
Nice,Rennes,2,0,H,2,0,H,13,6,4,0,22,9,7,2,1,1,0,1
Bordeaux,Nancy,2,0,H,1,0,H,15,7,6,3,21,18,5,2,0,0,0,0
Lyon,Toulouse,3,2,H,1,0,H,16,14,8,5,18,16,4,5,2,2,0,0
Paris SG,Auxerre,3,2,H,0,0,D,15,8,4,4,14,14,10,2,2,3,0,0
Marseille,Bordeaux,0,0,D,0,0,D,17,5,4,2,10,16,3,1,3,3,0,0
Nancy,Ajaccio,2,2,D,1,1,D,21,7,6,3,14,15,8,6,1,2,0,0
Rennes,Brest,1,1,D,1,1,D,16,10,5,2,14,20,6,4,1,1,0,0
Sochaux,Paris SG,0,1,A,0,1,A,5,20,2,8,14,14,3,5,1,3,0,0
St Etienne,Caen,2,0,H,1,0,H,23,6,10,0,17,18,7,7,1,1,0,1
Toulouse,Evian Thonon Gaillard,2,1,H,1,0,H,21,6,6,3,14,15,7,0,2,2,0,0
Valenciennes,Montpellier,1,0,H,0,0,D,13,10,6,3,9,18,4,4,2,2,0,0
Auxerre,Nice,2,1,H,1,1,D,15,9,9,3,15,15,4,5,2,2,0,0
Lille,Dijon,2,0,H,1,0,H,15,11,5,4,15,11,3,4,2,1,0,0
Lorient,Lyon,0,1,A,0,0,D,8,13,2,2,15,17,4,7,2,2,0,0
Brest,Auxerre,1,0,H,1,0,H,18,10,7,1,15,12,1,8,1,1,0,1
Caen,Nancy,1,2,A,0,1,A,9,9,1,3,,,8,1,2,5,0,0
Dijon,St Etienne,1,2,A,0,1,A,7,10,5,7,10,17,9,2,3,1,0,0
Lyon,Evian Thonon Gaillard,2,1,H,1,1,D,19,7,9,4,14,15,8,4,2,2,1,1
Marseille,Lorient,2,1,H,0,0,D,15,3,5,2,16,11,6,4,1,2,0,2
Montpellier,Toulouse,1,1,D,1,1,D,21,6,7,1,16,24,3,3,4,2,0,1
Nice,Valenciennes,2,0,H,0,0,D,11,8,6,3,9,17,8,3,1,2,0,0
Ajaccio,Rennes,1,0,H,0,0,D,7,12,5,3,20,15,8,3,2,3,0,0
Bordeaux,Sochaux,1,0,H,1,0,H,10,6,5,2,21,16,5,1,0,1,0,0
Paris SG,Lille,0,0,D,0,0,D,11,13,2,3,20,16,3,5,3,1,0,0
Nancy,Marseille,1,3,A,1,2,A,7,14,2,3,22,17,7,5,3,2,0,0
Auxerre,Dijon,2,2,D,0,2,A,30,6,7,2,18,14,13,3,3,2,0,0
Evian Thonon Gaillard,Montpellier,4,2,H,0,0,D,15,11,8,7,16,20,6,6,2,2,0,0
Lille,Nice,4,4,D,2,3,A,29,14,12,6,10,16,9,7,1,2,0,1
Lorient,Caen,0,0,D,0,0,D,15,5,4,2,11,23,9,8,0,3,0,0
Rennes,Bordeaux,1,0,H,0,0,D,14,7,8,0,16,12,6,6,2,1,0,0
Sochaux,Ajaccio,0,2,A,0,0,D,20,8,3,4,19,14,16,3,1,3,0,0
St Etienne,Paris SG,0,1,A,0,1,A,30,18,8,7,16,14,16,6,1,2,0,0
Toulouse,Brest,0,0,D,0,0,D,20,5,7,1,13,19,9,1,1,2,0,0
Valenciennes,Lyon,1,0,H,1,0,H,11,19,1,3,7,16,9,6,0,2,0,0
Ajaccio,Auxerre,2,1,H,2,1,H,9,10,3,3,14,23,3,3,0,2,2,1
Bordeaux,Valenciennes,2,1,H,2,0,H,12,14,8,6,11,17,5,8,1,1,0,1
Brest,Nice,1,0,H,1,0,H,19,19,10,7,17,17,2,6,0,2,0,0
Caen,Rennes,0,2,A,0,1,A,13,12,3,4,13,13,5,1,0,0,0,0
Dijon,Evian Thonon Gaillard,3,1,H,1,0,H,10,4,5,4,22,17,2,3,2,2,0,1
Montpellier,Lyon,1,0,H,0,0,D,16,3,5,0,13,24,8,2,2,2,0,0
Nancy,Lorient,2,2,D,1,0,H,5,13,4,3,12,9,3,10,2,1,0,0
Paris SG,Toulouse,3,1,H,1,0,H,15,8,9,2,14,17,4,8,0,0,0,0
St Etienne,Sochaux,1,0,H,0,0,D,10,8,3,2,20,11,4,6,1,1,0,0
Marseille,Lille,2,0,H,0,0,D,12,10,6,2,21,15,0,4,3,0,0,0
Auxerre,Nancy,1,3,A,0,0,D,5,15,2,6,23,20,7,5,3,1,0,0
Brest,Paris SG,0,1,A,0,1,A,16,13,4,7,6,10,6,4,1,2,0,0
Lille,St Etienne,3,0,H,0,0,D,20,4,8,2,14,20,6,1,1,2,0,0
Lorient,Sochaux,1,1,D,0,0,D,14,9,3,4,10,14,8,2,0,1,0,0
Lyon,Dijon,3,1,H,1,0,H,21,6,7,2,15,8,7,2,1,2,0,0
